AFGANISTAN	ALIMENTOS PREPARADOS PARA ANIMALES	23099020	22 	40 
	APARATOS TRANSMISORES Y RECEPTORES	85189000	1 	1 
	MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	71131100	230 	8 
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	85371000	685 	19 
	ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O	57031000	2,641 	126 
	VIDRIO Y SUS MANUFACTURAS	70181000	456 	9 
ALBANIA	ARTICULOS DE VESTUARIO	61034200	10 	1 
		61044400	14 	1 
		61045300	30 	2 
		61091000	147 	4 
		61102000	2,574 	62 
		61103000	266 	8 
		62082100	574 	17 
	CALZADO	64029190	229 	5 
		64039190	22,447 	518 
		64039990	9,702 	211 
	CERAS	34053000	51 	6 
	INSTRUMENTAL MEDICO Y OTROS	90279010	8 	1 
		90321000	1,473 	170 
	MANUFACTURAS DE CAUCHO	40093200	561 	67 
		40103900	384 	45 
		40169300	23 	3 
		40169990	3,946 	459 
	MANUFACTURAS DE PAPEL Y CARTON	48194000	345 	21 
		49011000	45 	1 
	MANUFACTURAS DIVERSAS	84841000	84 	2 
		85365090	341 	42 
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	84133000	421 	50 
		84138100	1,673 	194 
		84159000	50 	6 
		84189900	456 	47 
		84212300	3,341 	388 
		84229000	47 	1 
		85012000	911 	105 
		85371000	104 	1 
	MATERIALES PLASTICOS Y SUS MANUFACTURAS	39241090	7,324 	439 
		39269099	27 	4 
	MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.	94017900	3,062 	182 
	OTRAS MANUFACTURAS DE METALES COMUNES	73158200	10,233 	975 
		73209000	552 	64 
	OTROS DERIVADOS DE PETROLEO	27101991	7,702 	896 
	PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	28323000	359 	18 
		38190000	118 	14 
		38200000	915 	106 
	PRODUCTOS FARMACEUTICOS	30049091	1,587 	10 
	PRODUCTOS MINERALES DIVERSOS	25061000	16 	1 
	SOMBREROS, PARAGUAS, TAPASOLES, OTROS	65070000	772 	53 
	TUBERIA Y SUS ACCESORIOS	73072100	35 	4 
		73072200	11 	1 
		84811000	443 	51 
		84814000	1,662 	9 
		84819000	27,024 	262 
	VEHICULOS Y MATERIAL DE TRANSPORTE	84099100	11,976 	1,390 
		84099900	48 	6 
		84213100	1,635 	191 
		84831000	199 	23 
		84832000	2,616 	303 
		84833000	165 	20 
		84835090	2,403 	281 
		84836000	591 	70 
		85111000	123 	7 
		85113000	664 	77 
		85118000	1,112 	131 
		85129010	24 	3 
		87081000	67 	8 
		87083090	5,399 	627 
		87088019	4,316 	503 
		87089110	844 	98 
		87089120	305 	35 
		87089900	15 	2 
	VIDRIO Y SUS MANUFACTURAS	70091000	85 	10 
ALEMANIA	ABONOS Y FERTILIZANTES	31022100	245,132 	1,661,460 
		31029090	2,848 	966 
		31042000	569 	51 
		31051000	24,719 	1,460 
		31052000	1,226,294 	1,445,573 
		31059000	1,724,130 	623,262 
	ALIMENTOS PREPARADOS PARA ANIMALES	23099011	148,766 	14,750 
		23099019	24,701 	3,427 
		23099041	33,406 	4,471 
		23099049	82,943 	29,417 
	ALUMINIO	76032000	37 	5 
		76041010	4,445 	148 
		76041090	15,644 	2,120 
		76042910	1,816 	332 
		76042990	12,814 	2,617 
		76061100	30,163 	2,150 
		76061291	555,892 	120,616 
		76061299	3,316,754 	1,383,684 
		76071190	160 	9 
		76071920	60 	4 
		76071939	164,496 	8,294 
		76071990	28,386 	3,448 
		76072011	18,546 	3,308 
		76072012	31,769 	2,278 
		76072020	115,086 	14,654 
		76072090	123,183 	29,316 
		76109000	66,484 	13,539 
		76129090	4,544 	357 
		76151090	1,187 	85 
		76152000	719 	320 
		76161000	1,044 	2,973 
		76169910	310 	1 
		76169920	124,334 	9,958 
		76169990	11,118 	375 
	APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	85192090	44 	1 
		85198990	44 	4 
		85219000	1,048 	6 
		85232120	54 	7 
		85232919	331 	34 
		85232930	268 	7 
		85232940	34 	1 
		85232954	52 	1 
		85232959	10 	1 
		85232960	174,575 	5 
		85232991	5,278 	127 
		85234100	1,041 	2 
		85234911	46,435 	1,202 
		85234912	2,052 	51 
		85234919	200,287 	3,228 
		85234921	121,830 	165 
		85234929	46,421 	307 
		85235110	11,683 	48 
		85235120	250,489 	171 
		85235210	411,682 	1,856 
		85235290	152 	1 
		85235991	883 	113 
		85235992	1,670 	2 
		85238011	58 	3 
		85238019	795 	96 
		85238020	4,009 	6 
		85238091	410 	31 
		85238092	6,167 	10 
	APARATOS ELECTROMECANICOS DE USO DOMESTICO	73211110	2,342 	207 
		73211190	757 	129 
		73218910	1,291 	250 
		73219010	922 	38 
		73229000	7,502 	13 
		82100010	294 	12 
		82100090	406 	36 
		84145100	1,757 	14 
		84169000	2,322 	20 
		84181000	19,436 	1,136 
		84182990	6,024 	338 
		84184000	1,837 	99 
		84191900	20,586 	3,647 
		84198100	95,596 	4,289 
		84198900	247,788 	8,281 
		84199000	1,396,381 	59,602 
		84221100	17,773 	1,014 
		84221900	23,033 	1,734 
		84231000	516 	36 
		84501100	3,049 	456 
		84501900	16,605 	1,079 
		84509000	907 	98 
		84521000	77 	40 
		84522900	23,539 	1,675 
		84523000	65,684 	619 
		84529010	6 	1 
		84529090	5,142 	63 
		85081110	1,138 	137 
		85081910	575 	84 
		85087000	28,895 	1,018 
		85094000	849 	80 
		85098090	3 	1 
		85099000	154 	6 
		85102000	836 	17 
		85109000	2,488 	33 
		85131000	5,982 	71 
		85139000	51 	7 
		85161000	11,561 	287 
		85162100	44 	4 
		85162900	1,276 	24 
		85163300	1,692 	49 
		85164000	11 	9 
		85165000	52 	42 
		85166000	22,218 	1,257 
		85167900	1,736 	225 
		94051010	78 	1 
		94051090	107,296 	2,212 
		94052000	948 	205 
