AFGANISTAN	CALZADO	6405900000	1,856 	333 
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	8202100000	15 	1 
	VEHICULOS Y MATERIAL DE TRANSPORTE	8703236900	3,613 	1,272 
		8708990000	160 	1 
ALBANIA	APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	8523491900	71 	17 
	ARTICULOS DE VESTUARIO	6104420000	189 	5 
		6104630000	1,190 	30 
		6104690000	3,228 	86 
		6107110000	42 	3 
		6109100000	296 	6 
		6109900000	271 	11 
		6110200000	1,576 	33 
		6110300000	38 	2 
		6110900000	628 	15 
		6111200000	164 	14 
		6116990000	2 	2 
		6203320000	406 	10 
		6203420000	230 	6 
		6217900000	869 	208 
	CALZADO	6403919000	7,976 	192 
		6403999000	10,211 	250 
	CLAVOS Y TORNILLOS	7318190000	57 	14 
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	8205519000	781 	187 
	INSTRUMENTAL MEDICO Y OTROS	9025190000	19 	1 
	JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES	9503003200	106 	25 
	LAMINA Y ALAMBRE	8544200000	71 	1 
	MANUFACTURAS DE CAUCHO	4009119000	433 	19 
	MANUFACTURAS DE CERAMICA	6912001000	113 	11 
	MANUFACTURAS DE PAPEL Y CARTON	4819400000	2 	2 
		4901990000	177 	42 
		4911999000	6 	6 
	MANUFACTURAS DIVERSAS	6306120000	106 	25 
		9608100000	2 	1 
	MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	8413110000	416 	16 
		8413810000	149 	5 
		8421230000	122 	6 
		8421290000	71 	17 
		8471900000	355 	85 
	MATERIALES PLASTICOS Y SUS MANUFACTURAS	3925909000	221 	50 
		3926400000	106 	25 
		4202920000	275 	8 
	MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.	9401790000	4,610 	305 
		9403600000	337 	81 
		9404300000	71 	17 
	OTRAS MANUFACTURAS DE METALES COMUNES	7323999000	497 	119 
	PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA	1211909100	6,951 	1,166 
	PRODUCTOS FARMACEUTICOS	3004909100	6,083 	26 
	VEHICULOS Y MATERIAL DE TRANSPORTE	8421310000	95 	4 
		8483300000	3,473 	133 
		8483509000	636 	28 
		8511100000	374 	15 
		8708299000	191 	10 
		8708309000	248 	9 
		8708801900	863 	33 
		8708990000	4,340 	168 
ALEMANIA	ABONOS Y FERTILIZANTES	3101000000	5,269 	525 
		3102901000	17,248 	7,555 
		3104200000	130 	25 
		3104300000	610 	71 
		3105100000	16,475 	540 
		31052000	862,455 	1,219,180 
		3105200000	156,850 	237,684 
		3105510000	9,216 	4,336 
		3105900000	391,327 	150,391 
	ALIMENTOS PREPARADOS PARA ANIMALES	2309901100	198,815 	23,151 
		2309901900	40,081 	11,472 
		2309904100	4,006 	1,094 
		2309904900	106,000 	43,280 
		2309909000	3,732 	97 
	ALUMINIO	7601100000	23,353 	6,464 
		7603200000	1 	1 
		7604101000	834 	28 
		7604109000	6,049 	982 
