AFGANISTAN	CARDAMOMO	0908312000	741,803 	66,185 
ALBANIA	AZUCAR	1701140000	44,034 	79,723 
	BANANO	0803901100	371,957 	1,356,551 
	CAFE	0901113000	62,370 	19,112 
	NIQUEL	2604000000	653,703 	25,142,440 
ALEMANIA	ABONOS Y FERTILIZANTES	3105200000	180 	201 
	ALUMINIO	7610900000	45 	13 
		7615109000	4 	2 
		7616910000	15 	25 
	APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	8521900000	20 	35 
		8523295300	20 	15 
		8523491900	139 	38 
		8523492900	60 	41 
		8523512000	132 	60 
		8523521000	100 	2 
	APARATOS ELECTROMECANICOS DE USO DOMESTICO	7321119000	5 	9 
		8418210000	202 	336 
		8418299000	400 	145 
		8419900000	60 	123 
		8450190000	202 	336 
		8508191000	40 	67 
		8509400000	40 	67 
		8509809000	81 	135 
		8513100000	12 	2 
		8513900000	6 	10 
		8516600000	300 	120 
		8516790000	925 	348 
		9405109000	19 	31 
		9405200000	1,800 	709 
	APARATOS TRANSMISORES Y RECEPTORES	8517620000	2,883 	171 
		8518220000	300 	115 
		8518290000	5 	2 
		8527219000	694 	12 
		8527919000	28 	12 
		8528491900	25 	11 
	ARTICULOS DE VESTUARIO	6103220000	276 	57 
		6103420000	103 	7 
		6104199000	1 	1 
		6104420000	1,175 	236 
		6104520000	2 	1 
		6104620000	25 	11 
		6105100000	465 	95 
		6106100000	11 	1 
		6107190000	24 	1 
		6109900000	2 	1 
		6110200000	8 	13 
		6112190000	27 	45 
		6112410000	2 	1 
		6113000000	20 	15 
		6116100000	35 	58 
		6116990000	14 	23 
		6117100000	5,141 	86 
		6203190000	200 	10 
		6203390000	7 	4 
		6203420000	51 	3 
		6204420000	40 	1 
		6204490000	50 	62 
		6204520000	53 	4 
		6204620000	9 	4 
		6205200000	773 	81 
		6206300000	693 	96 
		6207910000	20 	9 
		6208990000	15 	1 
		6209200000	15,820 	3,886 
		6211110000	7 	3 
		6211120000	10 	5 
		6212900000	3 	5 
		6214200000	41 	19 
		6214900000	12,192 	2,846 
		6215900000	17 	8 
		6216000000	23 	33 
		6217100000	7,156 	1,203 
		6217900000	13,595 	4,374 
	AZUCARES Y ARTICULOS DE CONFITERIA	1704900000	51 	94 
	BANANO	08039011	80,640 	307,200 
		0803901100	2,659,736 	8,823,306 
	BATERIAS ELECTRICAS	8506800000	5 	1 
		8507800000	25 	42 
	BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	2201900000	109 	181 
		2203000000	168 	395 
		2207109000	340,330 	537,949 
	BULBOS, RAICES Y PLANTAS ORNAMENTALES	0602100000	246,862 	12,401 
		1209309000	2,532,922 	456 
	CACAO	1801000000	25,403 	3,765 
	CAFE	0901113000	43,921,833 	12,404,123 
	CALZADO	6402999000	35 	15 
		6403590000	50 	3 
		6403919000	20 	29 
		6403999000	25 	1 
		6404110000	60 	3 
		6404199000	4,867 	152 
	CARDAMOMO	0908312000	3,212,179 	342,737 
		0908322000	56,480 	3,061 
	CAUCHO NATURAL (HULE)	4001100000	24,771 	15,015 
		4001220000	419,328 	224,118 
	CERAS	3404909000	4 	4 
		3405100000	2 	1 
		3406000000	3,808 	810 
	CLAVOS Y TORNILLOS	73181500	6,841 	13 
		7318150000	239 	380 
		7318160000	148 	66 
		7318190000	10 	5 
		7415390000	5 	8 
	COBRE Y SUS MANUFACTURAS	7404000000	12,350 	67,316 
		7408199000	73,925 	75,047 
	DETERGENTES Y JABONES	3401190000	27 	45 
		3402902000	216 	363 
	DISCOS, MATRICES Y CINTAS (DE GRABACION)	9612200000	1 	1 
	FLORES Y FOLLAJES	0604909000	19,573 	4,302 
	FRUTAS FRESCAS, SECAS O CONGELADAS	0802610000	85,357 	20,644 
		0804300000	32,000 	5,334 
		0804400000	5 	6 
		0804501000	12 	13 
		0810200000	34,539 	12,167 
		0811900000	183,043 	141,129 
	HERRAMIENTAS ARTICULOS DE CUCHILLERIA	8201402000	9 	1 
		8201500000	1 	2 
		8202100000	41 	68 
		8202209000	29 	48 
		8202391000	1 	2 
		8203200000	33 	55 
		8203400000	3 	5 
		8204110000	865 	23 
		8204120000	15 	25 
